temp,humidity,watertemp,ph,ec,label
28.9,86.6,27.75,7.08,2.79,
28.9,86.7,27.75,7.94,2.79,
28.9,86.4,27.75,7.11,2.79,
28.9,86.5,27.69,7.01,0.43,
28.9,86.4,27.69,7.12,0,
28.9,86.6,27.62,7.13,6.66,
28.8,86.6,27.62,7.92,0,
28.9,86.7,27.62,7.17,0.64,
28.8,86.5,27.56,7.01,0.43,
28.9,86.4,27.62,7.24,1.07,
28.8,86.6,27.56,7.28,0,
28.8,86.6,27.5,7.2,0.43,
28.8,86.1,27.5,7.14,0,
28.8,86.4,27.56,7.24,1.93,
28.8,86.6,27.5,7.13,0,
28.8,86.4,27.5,7.01,0.43,
28.7,86.2,27.44,8.88,0,
28.7,85.8,27.44,8,0,
28.7,86,27.44,8.83,1.5,
28.7,86.4,27.44,8.76,0,
28.7,86.4,27.37,8,5.8,
28.6,86,27.37,8.9,0.21,
28.6,86.2,27.37,8.95,0.21,
28.6,86.1,27.37,7.13,0,
28.6,85.9,27.31,7.18,3.44,
28.5,85.9,27.31,7.21,0.64,
28.6,86.4,27.25,8.97,0,
28.5,86.2,27.31,8.98,1.72,
28.6,86.3,27.25,7,0.21,
28.5,86.3,27.25,7.18,1.07,
28.6,86.5,27.25,7.19,0,
28.7,86.6,27.25,7.26,0.21,
28.7,87.1,27.25,7,0,
28.7,87.3,27.25,7.08,3.44,
28.7,87,27.31,7.01,0,
28.7,87.1,27.31,8.93,0,
28.8,87.4,27.37,7.15,0,
28.9,87.6,27.37,7,0.43,
28.9,87.5,27.44,7.14,3.22,
29,87.7,27.5,7.07,2.36,
29,87.7,27.56,8.87,0,
29,87.7,27.56,7.02,1.5,
29,87.8,27.62,7.11,0,
29.1,87.7,27.62,8.89,4.94,
29.1,87.8,27.69,8.86,0.64,
29.2,87.7,27.81,8.84,0.64,
29.2,87.6,27.81,8.88,2.36,
29.2,87.6,27.87,8.94,0,
29.3,87.6,27.94,8.86,0,
29.3,87.6,28,8.83,0,
29.3,87.6,28.06,8.78,0.64,
29.4,87.4,28.12,8.96,0,
29.4,87.4,28.19,8.73,0,
29.4,87.3,28.25,8.89,1.07,
29.5,87.2,28.38,8.82,0.21,
29.5,87,28.38,8.78,2.79,
29.5,86.8,28.44,8.83,4.51,
29.6,86.5,28.5,8.87,0,
29.7,86.6,28.56,8.76,0,
29.7,86.5,28.69,8.77,7.73,
29.8,86,28.69,8.82,0,
29.8,86.2,28.75,8.85,0,
29.9,86,28.81,8.73,0,
29.8,85.9,28.87,8.73,2.36,
29.9,85.5,28.94,8.54,0,
29.8,86.4,28.94,8.61,1.93,
29.8,86.4,28.94,8.61,0,
29.7,86.8,28.94,8.75,0,
29.6,85.5,28.87,8.74,0,
29.4,85.2,28.81,8.61,1.07,
29.3,85.8,28.69,8.78,1.07,
29.1,86.1,28.56,8.6,0.86,
29.1,86.7,28.56,8.78,0.64,
29.1,86.1,28.44,8.68,0.86,
29,86.4,28.31,8.53,1.07,
29,86.1,28.38,8.65,0.64,
29,86.3,28.25,8.54,0,
29,86.5,28.19,8.68,0,
29,87,28.19,8.59,0,
29.1,87,28.12,8.64,0.64,
29.1,87.5,28.12,8.76,2.36,
29.2,87.5,28.12,8.65,0,
29.2,87.4,28.12,8.71,2.79,
29.2,87.5,28.12,8.59,3.65,
29.3,87.5,28.06,8.6,1.93,
29.3,87.7,28.19,8,1.93,
29.3,87.6,28.19,8.8,0,
29.4,87.6,28.25,8.67,0.64,
29.4,87.8,28.25,8.61,0.43,
29.5,87.5,28.25,8.66,1.5,
29.5,87.4,28.31,8.82,0.64,
29.5,87.7,28.38,8.61,0.21,
29.5,87.6,28.38,8.79,0,
29.5,87.7,28.31,8.96,2.36,
29.5,87.6,28.31,8.7,1.07,
29.5,87.6,28.31,8.87,0,
29.5,87.7,28.31,8.66,5.8,
29.4,87.8,28.25,8.41,1.29,
29.4,87.8,28.25,8.17,0.64,
29.4,87.7,28.25,8.54,0.21,
29.4,87.8,28.25,8.22,0,
29.3,87.7,28.19,8.31,2.79,
29.3,87.8,28.19,8.4,3.44,
29.3,87.8,28.12,8.4,3.65,
29.3,87.8,28.12,8.52,1.29,
29.3,87.7,28.12,8.17,1.07,
29.3,87.8,28.06,8,0,
29.3,87.9,28.06,8.2,0,
29.3,87.9,28.06,8.46,0,
29.3,87.8,28.06,8.35,5.16,
29.2,87.8,28,8.25,0,
29.3,87.9,28,8.37,0,
29.2,87.8,28,8.48,1.29,
29.2,87.5,27.94,8.27,0,
29.2,88.1,27.94,8.62,0,
29.1,87.5,27.94,8.74,2.36,
29.1,88,27.87,8.44,3.01,
29.2,87.8,27.81,8.52,0.43,
29.1,87.2,27.81,8.52,1.07,
29.1,87.9,27.75,8.3,0,
29.1,87.6,27.75,8.67,0.64,
29.1,88.1,27.75,8.32,0,
29.1,88.2,27.69,8.55,0,
29,87.3,27.69,8,5.8,
29.1,87.8,27.69,8.22,0,
29.1,87.5,27.62,8.39,0,
29,87.4,27.62,8.37,0,
29,87.4,27.56,8.41,5.59,
29,87.1,27.56,8.4,1.93,
29,87.2,27.56,8.42,0.43,
29,87,27.56,8.44,0,
29,87.2,27.5,8.59,0.43,
29,87.5,27.5,8.29,0.43,
28.9,87.4,27.44,8.46,2.15,
28.9,86.6,27.44,8.3,0,
28.9,86.8,27.37,8.47,0.21,
28.8,86.9,27.37,8.51,0,
28.8,86.4,27.37,8.4,0,
28.8,86.8,27.31,8.85,1.29,
28.8,86.5,27.31,8.51,1.07,
28.8,86.8,27.25,8.15,2.15,
28.7,86.5,27.31,8.34,0,
28.7,86.5,27.25,8.63,1.43,
28.6,86.5,27.19,8.34,1.64,
28.6,86.5,27.19,8.68,1.45,
28.6,86.2,27.13,8.3,6.87,
28.6,86.7,27.13,8.85,1.64,
28.5,86.2,27.13,8.47,1.07,
28.5,86.4,27.06,8.67,1.93,
28.5,86.3,27,864,1.93,
28.5,86.8,27,8.65,1.93,
28.5,86.2,26.94,8.68,1.93,
28.5,86.3,26.94,8.45,2.36,
28.5,86.4,26.87,8.69,1.21,
28.4,86.2,26.87,8.84,4.73,
28.4,86.6,26.87,8.42,1.43,
28.4,86.5,26.81,8.96,2.36,
